ID,LEXEME - curly ’unuhw,LEXEME - straight 'unuhw,ROOT,PARSE,DEFINITION,NOTE
1665,lhuhwulhshe’,lhuhwulhshe',√lhihw,√lhihw=ulhshe’,thirty,
1666,lhuhwulhsha’us,lhuhwulhsha'us,√lhihw,√lhihw=ulhshe’=as,thirty dollars,
1667,slhix,slhix,√lhix,s=√lhix,leftover money or goods from potlatching; souvineer (strips of swuqw'a'lh given at potlatches or dances),
1668,shlhixustun,shlhixustun,√lhix,shhw=lhix=as=ten,paint: face paint,
1669,lhixwum’,lhixwum',√lhixw,√lhixw=m,slippery,
1670,yu lhi’a’uqwt,yu lhi'a'uqwt,√lhi’a’uqw,yu lhalhutsthut,behind (when walking),
1671,slhiyemun,slhiyemun,√lhiyemun,s=√lhiyemun,Sliammon,
1672,lhkwa,lhkwa,√lhkwa,√lhkwa,emphatic particle (untranslatable),
1673,slhulhekw,slhulhekw,√lhkwa,s=√lhkwa=STA,pecked,See also slhulhikw.
1674,slhulhikw,slhulhikw,√lhkwa,s=√lhkwa=STA,pecked,See also slhulhekw.
1675,lhkwat,lhkwat,√lhkwa,√lhkwa=t,peck (for ex with a beak),
1676,lhakwt,lhakwt,√lhkwa,√lhkwa=t,pecking,
1677,lhekwt,lhekwt,√lhkwa,√lhkwa=t=PROG,pecking,Also pronounced lhakwt.
1678,lhkwathelum,lhkwathelum,√lhkwa,√lhkwa=t=sel=m,"pecked,I got pecked",
1679,lhkwels,lhkwels,√lhkwa,√lhkwa=els,peck,
1680,lhekwul’s,lhekwul's,√lhkwa,√lhkwa=els=PROG,pecking,
1681,lhukwlhukwels,lhukwlhukwels,√lhkwa,√lhkwa=els=PL,"peck,keep on pecking",
1682,hwlhkwenwust,hwlhkwenwust,√lhkwa,hw=√lhkwa=enwus=t,peck at the chest,
1683,slhkw’emuws,slhkw'emuws,√lhkw’em,s=√lhkw’em=iws,pulse,
1684,lhnimulh,lhnimulh,√lhnimulh,√lhnimulh,"we,it is us",
1685,lhqelts’,lhqelts',√lhqelts’,√lhqelts’,moon; month,
1686,lhuqul’ts’,lhuqul'ts',√lhqelts’,√lhqelts’=PROG,moonlight shining,
1687,lhqet,lhqet,√lhqe,√lhqe=t,"join together,attach a trailer",
1688,lhqut,lhqut,√lhqu,√lhqu=t,baste it on,
1689,lhqun’ut,lhqun'ut,√lhqu,√lhqu=un’u=t,moor it,
1690,slhuqtal,slhuqtal,√lhqu,s=√lhqu=tal,blanket: doubled blanket,
1691,lhqun’um,lhqun'um,√lhqu,√lhqu=un’u=m,tie to something on beach or wharf,
1692,lhi’lhqun’eem’,lhi'lhqun'eem',√lhqu,√lhqu=un’u=m=DUR,tying a boat up (to the wharf); anchoring it,
1693,lhqun’utun,lhqun'utun,√lhqu,√lhqu=un’u=ten,"anchor,piling,sinker (anything you tie up to)",
1694,shlhuqnets,shlhuqnets,√lhqu,shhw=√lhqu=nets,"drag it,tow it (i",
1695,lhuqul’shetun’,lhuqul'shetun',√lhqu,√lhqu=al=shen=ten,"fishing line,hand line for fishing spear",
1696,lhq’etsus,lhq'etsus,√lhq’etsus,√lhq’etsus,five,
1697,yu lhuq’utsus,yu lhuq'utsus,√lhq’etsus,yu √lhq’etsus=PROG,five moving along (for ex canoes),
1698,slhq’etsuss,slhq'etsuss,√lhq’etsus,s=√lhq’etsus=s,fifth,Also pronounced slhq'etsusth.
1699,slhq’etsuss,slhq'etsuss,√lhq’etsus,s=√lhq’etsus=s,Friday,
1700,lhq’atssus,lhq'atssus,√lhq’etsus,√lhq’etsus=as,"five dollars,round objects",
1701,lhq’utsse’lu,lhq'utsse'lu,√lhq’etsus,√lhq’etsus=elu,five people,
1702,lhq’utsselh,lhq'utsselh,√lhq’etsus,√lhq’etsus=elh,five times,
1703,lhq’etssulhp,lhq'etssulhp,√lhq’etsus,√lhq’etsus=ulhp,five trees,
1704,lhq’etssuqun’,lhq'etssuqun',√lhq’etsus,√lhq’etsus=uqun,five containers,
1705,lhq’etssuwulh,lhq'etssuwulh,√lhq’etsus,√lhq’etsus=uwulh,five canoes,
1706,lhq’etssuwoonhw,lhq'etssuwoonhw,√lhq’etsus,√lhq’etsus=uwounhw,five years,
1707,lhq’utssulhshe’,lhq'utssulhshe',√lhq’etsus,√lhq’etsus=ulhshe’,fifty,
1708,lhq’utssulhsha’us,lhq'utssulhsha'us,√lhq’etsus,√lhq’etsus=ulhshe’=as,fifty dollars,
1709,lhq’et,lhq'et,√lhq’et,√lhq’et,wide,
1710,hwu lhq’et,hwu lhq'et,√lhq’et,hwu √lhq’et,wide (get wide),
1711,lhq’ul’as,lhq'ul'as,√lheq’,√lheq’=ul’=as,across from,See also snu'a'th.
1712,lhq’een’,lhq'een',√lheq’,√lheq’=en’,other end,
1713,lhq’il’,lhq'il',√lhq’il’,√lhq’il’,sure of,
1714,lhq’ul’nuhw,lhq'ul'nuhw,√lhq’il’,√lhq’il’=nehw,"sure of,positive of",
1715,lhuqw,lhuqw,√lhqwu,√lhqwu,wet: get wet,
1716,lhqwut,lhqwut,√lhqwu,√lhqwu=t,wet it,
1717,lhaqwt,lhaqwt,√lhqwu,√lhqwu=t=PROG,wetting it,
1718,lhuli’lhaqwt,lhuli'lhaqwt,√lhqwu,√lhqwu=t=DIM=PL=PROG,wetting it DIM,
1719,lhuli’lhulhaqwt,lhuli'lhulhaqwt,√lhqwu,√lhqwu=t=DIM=DIM=PL=PROG,wetting it DIM,
1720,lhaqwthut,lhaqwthut,√lhqwu,√lhqwu=that=PROG,wet: (getting wet),
1721,slhuqw’,slhuqw',√lhqw’a,s=√lhqw’a,barked or pulled off material,
1722,lhqw’at,lhqw'at,√lhqw’a,√lhqw’a=t,"take bark off,pull something off something",
1723,lhut’,lhut',√lht’e,√lht’e,flipped,
1724,lht’et,lht'et,√lht’e,√lht’e=t,flip it (with your fingers),
1725,lhut’umun’,lhut'umun',√lht’e,√lht’e=min=PROG,herring rake,
1726,hwlht’equn,hwlht'equn,√lht’e,hw=√lht’e=qin,choke on food,
1727,lhthuluq,lhthuluq,√lhthuluq,√lhthuluq,"halved,split in half",
1728,lhthuluqtul,lhthuluqtul,√lhthuluq,√lhthuluq=tal,(split up (for ex a group splits up),
1729,lhthuluqt,lhthuluqt,√lhthuluq,√lhthuluq=t,"(split it up,divide it (for ex land)",
1730,lhe’lhxi’lus,lhe'lhxi'lus,√lhxilus,√lhxilus=DIM=STA,standing DIM,
1731,lhxilush,lhxilush,√lhxilush,√lhxilush,stand up,
1732,lhxilush,lhxilush,√lhxilush,√lhxilush,stand up,
1733,lhxilushnamut,lhxilushnamut,√lhxilush,√lhxilush=namut,stand up (able to),
1734,lhxi’lush,lhxi'lush,√lhxilush,√lhxilush=STA,standing,
1735,lhuxlhuxi’lushstuhw,lhuxlhuxi'lushstuhw,√lhxilush,√lhxilush=stuhw=STA/=PL,"have standing,leave standing",
1736,lhuxw,lhuxw,√lhxwa,√lhxwa,"flow,come out (speak)",
1737,lhxwat,lhxwat,√lhxwa,√lhxwa=t,spit it out,
1738,lhaxwt,lhaxwt,√lhxwa,√lhxwa=t=PROG,spitting,
1739,lhi’lhaxwt,lhi'lhaxwt,√lhxwa,√lhxwa=t=DIM=PROG,spitting DIM,
1740,slhxwulhtsu,slhxwulhtsu,√lhxwa,s=√lhxwa=ulhtsu,saliva,
1741,hwlhxwulqsun,hwlhxwulqsun,√lhxwa,hw=√lhxwa=ul=qsun,runny nose,
1742,shlhulhxwul’qsun’,shlhulhxwul'qsun',√lhxwa,s=hw=√lhxwa=ul=qsun=STA,runny-nosed,
1743,tl’,tl',√tl’,√tl’,to (a prefix),
1744,tl’am,tl'am,√tl’am,√tl’am,"enough,fitting",
1745,stl’atl’um’,stl'atl'um',√tl’am,s=√tl’am=STA,"fitting,right",
1746,tl’amut,tl'amut,√tl’am,√tl’am=t,try on,
1747,tl’amut,tl'amut,√tl’am,√tl’am=t,"arrive before,get there before",
1748,tl’umnuhw,tl'umnuhw,√tl’am,√tl’am=nehw,"arrive,get there in time (manage to)",
1749,tl’atl’um’ut,tl'atl'um'ut,√tl’am,√tl’am=t=PROG,trying on,
1750,tl’amuthut,tl'amuthut,√tl’am,√tl’am=that,try for a fit,
1751,tl’a’ma’qwum,tl'a'ma'qwum,√tl’am,√tl’am=a’qw=m,try on a hat,
1752,tl’umqun,tl'umqun,√tl’am,√tl’am=qen,whole day,
1753,tl’umshenum,tl'umshenum,√tl’am,√tl’am=shen=m,try on shoes,
1754,tl’atl’um’she’num’,tl'atl'um'she'num',√tl’am,√tl’am=shen=m=PROG,trying on shoes,See also tl'utl'um'shenum'.
1755,tl’utl’um’she’num’,tl'utl'um'she'num',√tl’am,√tl’am=shen=m=PROG,trying on shoes,See also tl'atl'um'she'num'.
1756,tl’ayuqs,tl'ayuqs,√tl’ayuqs,√tl’ayuqs,drum from hollow log,
1757,stl’utl’a’,stl'utl'a',√tl’a’,s=√tl’a’=STA,stopped crying (for ex of an habitual crier),
1758,tl’a’t,tl'a't,√tl’a’,√tl’a’=t,stop him/her from crying,
1759,tl’utl’a’t,tl'utl'a't,√tl’a’,√tl’a’=t=PROG,stopping it from crying,
1760,tl’i’tl’utl’a’t,tl'i'tl'utl'a't,√tl’a’,√tl’a’=t=DIM,stopping from crying DIM,
1761,tl’uli’tl’utl’a’t,tl'uli'tl'utl'a't,√tl’a’,√tl’a’=t=DIM=PL,stopping them from crying DIM,
1762,tl’i’tl’utl’al’s,tl'i'tl'utl'al's,√tl’a’,√tl’a’=els=DIM,stop it from crying DIM,RP attributes diminutiveness to the agent.
1763,tl’a’thut,tl'a'thut,√tl’a’,√tl’a’=that,stop oneself from crying,
1764,tl’u’uyulh,tl'u'uyulh,√tl’a’,√tl’a’=uylh,stop baby from crying,
1765,tl’uts’,tl'uts',√tl’ts’u,√tl’ts’u,close together,
1766,tl’utl’iits’,tl'utl'iits',√tl’uluts’,√tl’uluts’=RDP,short,
1767,tl’ululuts’,tl'ululuts',√tl’uluts’,√tl’uluts’=PL,short (plural),Also recorded as tl'ul'uluts'  EW 21JULY77.
1768,tl’uluts’elts’,tl'uluts'elts',√tl’iits’,√tl’iits’=elts’,short-haired (for ex a baby with naturally short hair),sxam'hwus is the normal term when one’s hair is cut short.
1769,tl’ulults’stuhw,tl'ulults'stuhw,√tl’uluts’,√tl’uluts’=stuhw=PL,cut short PL,
1770,tl’ts’ut,tl'ts'ut,√tl’ts’u,√tl’ts’u=t,"close together: put or weave them close,make short canoing strokes",
1771,tl’ts’emutth’,tl'ts'emutth',√tl’ts’u,√tl’ts’u=emutth’,close together/tightly woven,
1772,tl’utl’iits’umutth’,tl'utl'iits'umutth',√tl’ts’u,√tl’ts’u=emutth’=RDP,short person,
1773,tl’ts’ule’tst,tl'ts'ule'tst,√tl’ts’u,√tl’ts’u=ule’ts=t,closer: move (bales) closer together,
1774,tl’uts’ule’tst,tl'uts'ule'tst,√tl’ts’u,√tl’ts’u=ule’ts=t=PROG,closer: moving (bales) closer together,
1775,stl’utl’ts’ule’tsstuhw,stl'utl'ts'ule'tsstuhw,√tl’ts’u,s=√tl’ts’u=ule’ts=stuhw=STA,"close: keep,have close together (bales)",
1776,tl’ts’itth’e’t,tl'ts'itth'e't,√tl’ts’u,√tl’ts’u=i%e’=t,weave it close together,
1777,tl’uts’utth’e’t,tl'uts'utth'e't,√tl’ts’u,√tl’ts’u=itth’e’=t=PROG,weaving it close together,
1778,tl’uts’mat,tl'uts'mat,√tl’ts’u,√tl’ts’u=mat,"close together (parallel things,as in weaving,fence pickets,etc",
1779,tl’ches,tl'ches,√tl’ches,√tl’ches,name of island in Victoria area,
1780,stl’eeltslh,stl'eeltslh,√tl’e,s=√tl’e=ultslh,heart pulse (carotid artery pulse) on a baby,
1781,stl’un’uq,stl'un'uq,√tl’e,s=√tl’e=unuq,potlatch,
1782,tl’un’uq,tl'un'uq,√tl’e,√tl’e=unuq,potlatch: put on a potlatch,Also recorded as tl'u'unuq.
1783,tl’ee’nuq,tl'ee'nuq,√tl’e,√tl’e=unuq=PROG,potlatch: putting on a potlatch,
1784,tl’eshut,tl'eshut,√tl’e,√tl’e=shen=t,"invite him/her to a dance,potlatch",
1785,tl’eshuthaam,tl'eshuthaam,√tl’e,√tl’e=shen=t=saam,invite you PASS,
1786,tl’eshun’,tl'eshun',√tl’e,√tl’e=shen,give a dance,
1787,tl’itl’eshun’,tl'itl'eshun',√tl’e,√tl’e=shen=RDP,inviting,
1788,tl’i’tl’eshun’ul’mun’,tl'i'tl'eshun'ul'mun',√tl’e,√tl’e=shen=ulmun=DUR,wanting to give a dance,
1789,tl’eshuthelum,tl'eshuthelum,√tl’e,√tl’e=shen=t=selum,invite me PASS,
1790,tl’ekw’uxun,tl'ekw'uxun,√tl’ekw’,√tl’ekw’=exun,"goose: emperor,snow,and white-fronted",
1791,tl’ekw’uxun,tl'ekw'uxun,√tl’ekw’,√tl’ekw’=exun,goose: domestic,
1792,tl’el,tl'el,√tl’el,√tl’el,stained,
1793,stl’etl’ul’,stl'etl'ul',√tl’el,s=√tl’el=STA,pierced into,
1794,stl’etl’ul’stum,stl'etl'ul'stum,√tl’el,s=√tl’el=stuhw=m=STA,pierced into PASS,
1795,stl’eluqum,stl'eluqum,√tl’eluqum,s=√tl’eluqum,"dangerous,fierce,powerful",
1796,stl’utl’e’luqum’,stl'utl'e'luqum',√tl’eluqum,s=√tl’eluqum=DIM=PL,dangerous little things,
1797,tl’e’luts’,tl'e'luts',√tl’e’luts’,√tl’e’luts’,blind (for ex blind person); near-sighted,
1798,tl’elhum,tl'elhum,√tl’elhem,√tl’elhem,"salt,salty"," See also kw'atl'kwu,saltwater."
1799,stl’etl’ulhum’,stl'etl'ulhum',√tl’elhem,s=√tl’elhem=STA,salted,
1800,tl’lhemt,tl'lhemt,√tl’elhem,√tl’elhem=t,salt it,Transcribed also as tl'lhem't.
1801,tl’utl’lhem’t,tl'utl'lhem't,√tl’elhem,√tl’elhem=t=PROG,salting it,
1802,tl’eqt,tl'eqt,√tl’eqt,√tl’eqt,long,
1803,tl’e’luqt,tl'e'luqt,√tl’eqt,√tl’eqt=PL,long PL,
1804,tl’uqtalus,tl'uqtalus,√tl’eqt,√tl’eqt=alus,oblong,
1805,tl’uqtel’ts’,tl'uqtel'ts',√tl’eqt,√tl’eqt=el’ts’,long-haired,
1806,tl’ulqtel’ts’,tl'ulqtel'ts',√tl’eqt,√tl’eqt=el’ts’=PL,long-haired PL,
1807,tl’uqtemutth’,tl'uqtemutth',√tl’eqt,√tl’eqt=emutth’,tall,
1808,tl’uqtupsum,tl'uqtupsum,√tl’eqt,√tl’eqt=upsum,long-necked,
1809,hwtl’uqtnuts,hwtl'uqtnuts,√tl’eqt,hw=√tl’eqt=nets,cougar,
1810,tl’e’,tl'e',√tl’e’,√tl’e’,"too,also,again",A particle.
1811,tl’e’,tl'e',√tl’e’,√tl’e’,"too,also,again"," An auxiliary (AUX)  in the following example,functioning more frequently as a particle (PRT1)."
1812,tl’uw’,tl'uw',√tl’e’,√tl’e’,"also,too,again",A contraction of tl'e' and 'uw'.
1813,tl’e’um,tl'e'um,√tl’e’,√tl’e’u=m,propose marriage: go propose (and stay for days),
1814,tl’u’ast,tl'u'ast,√tl’u,√tl’u=as=t,pick up (and bring back),Root uncertain.
1815,tl’u’aste’,tl'u'aste',√tl’u,√tl’u=as=t=e’,pick: you (plural) pick them up and bring them back,
1816,tl’ekw’un’,tl'ekw'un',√tl’ukw’un’,√tl’ukw’un’=STA,extinguished (fire),
1817,tl’utl’ukw’un’,tl'utl'ukw'un',√tl’ukw’un’,√tl’ukw’un’=PROG,"dying down,extinguishing itself (fire)",
1818,tl’ekw’tl’ukw’un’,tl'ekw'tl'ukw'un',√tl’ukw’un’,√tl’ukw’un’=DUR,lighthouse; blinking (light),
1819,tl’utl’ukw’un’,tl'utl'ukw'un',√tl’ukw’un’,√tl’ukw’un’=PROG,blinking (light); going out (fire),
1820,tl’ukw’tl’ukw’un’,tl'ukw'tl'ukw'un',√tl’ukw’un’,√tl’ukw’un’=PL,blinking on and off (light),
1821,tl’ukw’unt,tl'ukw'unt,√tl’ukw’un’,√tl’ukw’un’=t,"extinguish,put out",
1822,stl’ula’um,stl'ula'um,√tl’ula’um,s=√tl’ula’um,cockle,Possibly derived from √tl'am.
1823,tl’ulumthut,tl'ulumthut,√tl’ulum,√tl’ulum=that,"drive,steer",
1824,tl’a’lum’thut,tl'a'lum'thut,√tl’ulum,√tl’ulum=that=PROG,"driving,correcting oneself",
1825,tl’lim’,tl'lim',√tl’ulum,√tl’ulum=ASP,"really,very",Also pronounced tl'im'  Takes the particle / 'uw'/ on the next word skipping auxiliaries.
1826,tl’ul’im’,tl'ul'im',√tl’ulum,√tl’ulum=PROG=ASP,"right,correct; going the right way",
1827,tl’ul’im’thut,tl'ul'im'thut,√tl’ulum,√tl’ulum=that=PROG=ASP,"drive (a vehicle),steer",
1828,stl’ulnup,stl'ulnup,√tl’ulnup,s=√tl’ulnup,ancient ground,
1829,tl’ulpalus,tl'ulpalus,√tl’up=alus,√tl’up=alus,Cowichan Bay,Possibly √tl'up-alus-PL.
1830,tl’ulxels,tl'ulxels,√tl’ulx,√tl’ulx=els,"pop,spatter,sparkle (grease; fire; sparklers)",
1831,tl’el’xul’s,tl'el'xul's,√tl’ulx,√tl’ulx=els=PROG,"popping,spattering,sparkling (grease,fire,sparklers)",
1832,stl’ul’u,stl'ul'u,√tl’ul’u,s=√tl’ul’u,filthy (as a child covered in mud)," Probably related to tl'el,stained."
1833,shtl’ul’ulqsun,shtl'ul'ulqsun,√tl’ul’u,s=hw=√tl’ul’u=al=qsun,dried mucus (in nose),
1834,tl’ul’alus,tl'ul'alus,√tl’ul’u,√tl’ul’u=alus,dingy (for ex dirt-impregnated clothing),
1835,tl’aalusum,tl'aalusum,√tl’ul’u,√tl’ul’u=alus=m,dirty (dirt-stained clothing),
1836,tl’ulhnenum,tl'ulhnenum,√tl’ulhnen,√tl’ulhnen=m,"hunt (in water,gathering octopus,seafood,flounder)",Probably related to tl'elhum tl'“ saltwater.
1837,tl’e’lhunum’,tl'e'lhunum',√tl’ulhnen,√tl’ulhnen=m=PROG,hunting (in water),
1838,shtl’e’lhunum’ s’unum,shtl'e'lhunum' s'unum,√tl’ulhnen,shhw=√tl’ulhnen=m=PROG,spear: three-pointed spear used in saltwater fish hunting,The shaft is from 18 to 24 feet in length.
1839,tl’e’lhunum’t,tl'e'lhunum't,√tl’ulhnen,√tl’ulhnen=m=t=PROG,hunting (on water),
1840,stl’umkw’,stl'umkw',√tl’umkw’,s=√tl’umkw’,roe: fermented salmon eggs (roe) cured underground," EW gave this for salmon roe,not specifically dried salmon roe."
1841,stl’am’kw’,stl'am'kw',√tl’umkw’,s=√tl’umkw’=STA,popped,
1842,tl’umkw’t,tl'umkw't,√tl’umkw’,√tl’umkw’=t,pop it in mouth,
1843,tl’umtl’umkw’t,tl'umtl'umkw't,√tl’umkw’,√tl’umkw’=t=PL,pop them,
1844,tl’em’kw’t,tl'em'kw't,√tl’umkw’,√tl’umkw’=t=PROG,popping it in mouth,
1845,tl’emukw’um,tl'emukw'um,√tl’umkw’,√tl’umkw’=m,pop (for ex it pops),Note the vowel insertion with the wu-prefix.
1846,wutl’um’ukw’,wutl'um'ukw',√tl’umkw’,wu=√tl’umkw’,pop,
1847,tl’umkw’alust,tl'umkw'alust,√tl’umkw’,√tl’umkw’=alus=t,pop eyes,
1848,tl’am’kw’ul’ust,tl'am'kw'ul'ust,√tl’umkw’,√tl’umkw’=alus=t=PROG,popping eyes,
1849,tl’umkw’alst,tl'umkw'alst,√tl’umkw’,√tl’umkw’=als=t,pop berries (in mouth),
1850,tl’am’kw’ul’st,tl'am'kw'ul'st,√tl’umkw’,√tl’umkw’=als=t=PROG,popping berries,See also tl'em'kw'ul'st.
1851,tl’em’kw’ul’st,tl'em'kw'ul'st,√tl’umkw’,√tl’umkw’=als=t=PROG,popping berries,See also tl'am'kw'ul'st.
1852,shtl’um’tl’am’kw’us,shtl'um'tl'am'kw'us,√tl’umkw’,s=hw=√tl’umkw’=as=STA,pitted face,
1853,tl’umkw’i’ast,tl'umkw'i'ast,√tl’umkw’,√tl’umkw’=i’as=t,"pop something on its chest,midsection",
1854,tl’im’kw’i’ast,tl'im'kw'i'ast,√tl’umkw’,√tl’umkw’=i’as=t=DUR,"popping something on its chest,midsection",
1855,tl’upx,tl'upx,√tl’upx,√tl’upx,"scatter,spread,spill (for ex seeds,feathers)",
1856,stl’epx,stl'epx,√tl’upx,s=√tl’upx=STA,"scattered,spread,broadcasted (e",
1857,stl’i’tl’epx,stl'i'tl'epx,√tl’upx,s=√tl’upx=STA=DIM,"scattered,spread (for ex seeds,feathers) DIM",
1858,tl’upxt,tl'upxt,√tl’upx,√tl’upx=t,"scatter it,spread it,broadcast it (for ex seeds,feathers,sand)",
1859,tl’upxnuhw,tl'upxnuhw,√tl’upx,√tl’upx=nehw,"scatter,spread: manage to or accidentally scatter it",
1860,tl’epxt,tl'epxt,√tl’upx,√tl’upx=t=PROG,"scattering,spreading,broadcasting it (seeds,feathers)",
1861,tl’epxnuhw,tl'epxnuhw,√tl’upx,√tl’upx=nehw=PROG,"scattering it (accidentally,manage to)",
1862,tl’i’tl’epxt,tl'i'tl'epxt,√tl’upx,√tl’upx=t=DIM=PROG,"scattering,spreading,broadcasting it DIM",
1863,tl’uli’tl’epxt,tl'uli'tl'epxt,√tl’upx,√tl’upx=t=DIM=PL=PROG,"scattering,spreading,broadcasting them DIM PL",
1864,tl’epuxum,tl'epuxum,√tl’upx,√tl’upx=m,"scatter (for ex beads),fall (leaves)",
1865,tl’upxels,tl'upxels,√tl’upx,√tl’upx=els,scatter something (for ex feathers),See also punust.
1866,tl’epxum’,tl'epxum',√tl’upx,√tl’upx=m=PROG,"scattering (for ex beads),falling (for ex leaves)",
1867,tl’epuxumst-hwus,tl'epuxumst-hwus,√tl’upx,√tl’upx=m=stuhw,"scatter,make it scatter",
1868,hwtl’uptl’upxt,hwtl'uptl'upxt,√tl’upx,hw=√tl’upx=t=PL,"scatter,sprinkle a substance into a hole PL",
1869,hwtl’uptl’upxust,hwtl'uptl'upxust,√tl’upx,hw=√tl’upx=as=t=PL,"scatter berries (for ex on a rock,for drying) PL",
1870,hwtl’upxuqut,hwtl'upxuqut,√tl’upx,hw=√tl’upx=uqun=t,scatter it around the rim of a hole,
1871,hwtl’epxuqut,hwtl'epxuqut,√tl’upx,hw=√tl’upx=uqun=t=PROG,scattering it around the rim of a hole,
1872,hwtl’uptl’upxuqut,hwtl'uptl'upxuqut,√tl’upx,hw=√tl’upx=uqun=t=PL,scatter it around many containers/holes,
1873,shtl’up’isnuts,shtl'up'isnuts,√tl’up’is,shhw=√tl’up’is=nets,tail,
1874,stl’uq’shun’,stl'uq'shun',√tl’uq’,s=√tl’uq’=shen,"mocassins,slippers",
1875,tl’usip,tl'usip,√tl’usip,√tl’usip,fern: licorice fern (used as a sweetener),
1876,tl’ew’q’,tl'ew'q',√tl’uwq’,√tl’uwq’=PROG,bottom/buttocks (humorous),
1877,tl’ewuq’um,tl'ewuq'um,√tl’uwq’,√tl’uwq’=m,flicker (light),
1878,tl’uw’ut,tl'uw'ut,√tl’uw’,√tl’uw’=t,"lance,take out (slivers)",
1879,tl’uhwla’us,tl'uhwla'us,√tl’uhwla’us,√tl’uhwla’us,no-matter,Root not identified.
1880,tl’uxw,tl'uxw,√tl’uxw,√tl’uxw,hard,
1881,tl’uxwtl’uxw,tl'uxwtl'uxw,√tl’uxw,√tl’uxw=RDP,oyster,
1882,hwu tl’uxw,hwu tl'uxw,√tl’uxw,hwu √tl’xwu,hard: become hard,
1883,tstl’uxwtl’uxw,tstl'uxwtl'uxw,√tl’uxw,ts=√tl’uxw=RDP,"oyster: gather,have oysters",
1884,tstl’ixwtl’uxw,tstl'ixwtl'uxw,√tl’uxw,ts=√tl’uxw=RDP=PROG,oyster: gathering oysters,
1885,tl’xwunup,tl'xwunup,√tl’uxw,√tl’uxw=unup,hard ground,
1886,stl’i’atth’,stl'i'atth',√tl’uyutth’,s=√tl’uyutth’=STA,tensed up,
1887,tl’uyutth’thut,tl'uyutth'thut,√tl’uyutth’,√tl’uyutth’=that,tense up,
