ID,orthography,apaunicode,straight,root,parse,definition,note
1396,lhelhuqum’,ɫeɫəqəm̓,®e®;q;µ,√lheq,√lheq=m=PROG,whispering,
1397,lhulhe’lhuqum’,ɫəɫel̓həqəm̓,®;®e¬h;q;µ,√lheq,√lheq=m=DIM=PROG,"whispering, DIM",
1398,lheq’,ɫeq̓,®eœ,√lheq’,√lheq’,lay down (laid down),The root normally would not occur alone.
1399,slhelhuq’,sɫeɫəq̓,s®e®;œ,√lheq’,s=√lheq’=STA,lying on,
1400,slheq’lhuq’,sɫeql̓həq̓,s®eq¬h;œ,√lheq’,s=√lheq’=STA=PL,laid out PL,
1401,lheq’ut,ɫeq̓ət,®eœ;t,√lheq’,√lheq’=t,lay it on,
1402,slheq’lhuq’stuhw,sɫeql̓həq̓stəxʷ,s®eq¬h;œst;xø,√lheq’,s=√lheq’=stuhw=STA=PL,"laid out, have them laid out (pl)",
1403,lheq’utum,ɫeq̓ətəm,®eœ;t;m,√lheq’,√lheq’=t=m,lay it down,
1404,slhelhuq’stum’,sɫeɫəq̓stəm̓,s®e®;œst;µ,√lheq’,s=√lheq’=stuhw=m,lay: leave him lying PASS,
1405,lhaq’uthut,ɫaq̓əθət,®aœ;ƒ;t,√lheq’,√lheq’=that,lie down,
1406,shlhq’a’th,šɫq̓aʔθ,ß®œa÷ƒ,√lheq’,shhw=√lheq’=a’th,across (other side of a river or road),
1407,lhq’utsun,ɫq̓əcən,®œ;c;n,√lheq’,√lheq’=utsun,other side (mountain),
1408,lhi’lhq’uw’s,ɫil̓hq̓əw̓s,®i¬hœ;Σs,√lheq’,√lheq’=iws=DIM,salmon: jack spring salmon,
1409,lhuq’nuts,ɫəqn̓əc,®;q∫;c,√lheq’,√lheq’=nets,hindquarter (for ex of a deer),
1410,hwlhuq’qent,xʷɫəq̓qent,xø®;œqent,√lheq’,hw=√lheq’=qen=t,lay it in front of,
1411,hwlhulhuq’qen’t,xʷɫəɫəq̓qen̓t,xø®;®;œqe∫t,√lheq’,hw=√lheq’=qen=t=PROG,laying it in front of someone,
1412,hwlhuq’qentham’sh,xʷɫəq̓qenθam̓š,xø®;œqenƒaµß,√lheq’,hw=√lheq’=qen=t=sam’sh,lay it in front of me,
1413,hwlhuq’qenum,xʷɫəq̓qenəm,xø®;œqen;m,√lheq’,hw=√lheq’=qen=m,lay it in front of oneself,
1414,shlhq’el’qsun’,šɫq̓el̓qsən̓,ß®œe¬qs;∫,√lheq’,s=hw=√lheq’=ul=qsun=STA,other side of the nose,
1415,slhuq’we’lh,sɫəq̓ʷel̓h,s®;œøe¬h,√lheq’,s=√lheq’=we’lh,back (body),
1416,lhutth’lhut’,ɫətᶿl̓hət̓,®;©¬h;†,√lhetth’,√lhetth’=RDP,comical person,
1417,lhetth’ut,ɫet̓ᶿət,®e˙;t,√lhetth’,√lhetth’=t,joke with someone,
1418,slhetth’ul,sɫet̓ᶿəl,s®e˙;l,√lhetth’,s=√lhetth’=il,irritated (when disturbed),
1419,shlhetth’ul,šɫet̓ᶿəl,ß®e˙;l,√lhetth’ul,s=hw=√lhetth’ul=STA,"smart, clever",
1420,slhewun,sɫewən,s®ew;n,√lhewun,s=√lhewun,mat: bullrush mat; blanket: blanket in ceremony ,
1421,slhewut’,sɫewət̓,s®ew;†,√lhewut’,s=√lhewut’,herring,
1422,slhelhwut’,sɫeɫwət̓,s®e®w;†,√lhewut’,s=√lhewut’=DIM,herring DIM (or an almost empty herring bucket),
1423,lhew’,ɫew̓,®eΣ,√lhew’,√lhew’,escape: run away; cured,
1424,lhuw’namut,ɫəwn̓amət,®;w∫am;t,√lhew’,√lhew’=namut,escape: manage to get away,
1425,lhelhuw’,ɫeɫəw̓,®e®;Σ,√lhew’,√lhew’=PROG,"escaping, fleeing, running away",
1426,lhulhuw’na’mut,ɫəɫəwn̓am̓ət,®;®;w∫aµ;t,√lhew’,√lhew’=namut=PROG,escape: fleeing (managing to get away),
1427,slhelhuw’,sɫeɫəw̓,s®e®;Σ,√lhew’,s=√lhew’=STA,"cured, stay cured",
1428,lhe’wut,ɫew̓ət,®eΣ;t,√lhew’,√lhew’=t,cure someone,
1429,lhe’wutum,ɫew̓ətəm,®eΣ;t;m,√lhew’,√lhew’=t=m,cure PASS,
1430,lhelhuw’stum’,ɫeɫəw̓stəm̓,®e®;Σst;µ,√lhew’,√lhew’=stuhw=m=PROG,escape: running away with PASS,
1431,lhuw’een,ɫəw̓e:n,®;Σe:n,√lhew’,√lhew’=een,bring gifts to relatives at another reserve (a big gift to someone),
1432,lhuw’eent,ɫəw̓e:nt,®;Σe:nt,√lhew’,√lhew’=een=t,give gifts to,
1433,lhuw’unuq,ɫəw̓ənəq,®;Σ;n;q,√lhew’,√lhew’=unuq,heal,
1434,lhuw’lhnenum,ɫəwl̓hnenəm,®;w¬hnen;m,√lhew’,√lhew’=lhnen=m,hunt: get food,
1435,hwslhuw’lhnenum,xʷsɫəwl̓hnenəm,xøs®;w¬hnen;m,√lhew’,hws=√lhew’=lhnen=m,hunter: provider of food,
1436,lhew’lhne’num’,ɫewl̓hnen̓əm̓,®ew¬hne∫;µ,√lhew’,√lhew’=lhnen=m=PROG,"hunting: provide food, get food",
1437,lhew’soum’,ɫew̓sum̓,®eΣsuµ,√lhew’s,√lhew’s=m=STA,glitter,Root not identified.
1438,slhexun’,sɫex̌ən̓,s®e≈;∫,√lhexun’,s=√lhexun’,medicine,
1439,lhexun’t,ɫex̌ən̓t,®e≈;∫t,√lhexun’,√lhexun’=t,"medicate, rub medication on someone",
1440,slhexun’stuhw,sɫex̌ən̓stəxʷ,s®e≈;∫st;xø,√lhexun’,s=√lhexun’=stuhw,medicine: give medicine to,
1441,slhexun’stamut,sɫex̌ən̓stamət,s®e≈;∫stam;t,√lhexun’,s=√lhexun’=stuhw=amut,medicine: give medicine to you PASS,
1442,lhaxun’thut,ɫax̌ən̓θət,®a≈;∫ƒ;t,√lhexun’,√lhexun’=that,medicate oneself,
1443,lhxun’uyulh,ɫx̌ən̓əyəɫ,®≈;∫;y;®,√lhexun’,√lhexun’=uylh,medicate the baby or baptize a baby,
1444,lhulhxun’uyulh,ɫəɫx̌ən̓əyəɫ,®;®≈;∫;y;®,√lhexun’,√lhexun’=uylh=PROG,medicating the baby,
1445,lhey’,ɫey̓,®e¥,√lhey’,√lhey’,"that, the"," The feminine counterpart to kwthey', that remote.  See lhu, thu, they' and, for a general discussion of articles, tthu."
1446,slhu’ex,sɫəʔex̌,s®;÷e≈,√lhe’x,s=√lhe’x=STA,dished up (food),
1447,slhulhu’ex,sɫəɫəʔex̌,s®;®;÷e≈,√lhe’x,s=√lhe’x=STA=PL,"dished up (all dished up, food)",
1448,lhe’xt,ɫeʔx̌t,®e÷≈t,√lhe’x,√lhe’x=t,"lay it on a plate, dish it up",
1449,lhulhe’xt,ɫəɫeʔx̌t,®;®e÷≈t,√lhe’x,√lhe’x=t=PROG,dishing it up,
1450,lhu,ɫə,®;,√lhu,√lhu,"the, a"," Precedes noun phrases referring to feminine individuals and certain other words such as telu, money/dollar.  See tthu and thu for further discussion."
1451,lhulut,ɫələt,®;l;t,√lhul,√lhul=t,bail it out,See also √lhult.
1452,lhulwulh,ɫəlwəɫ,®;lw;®,√lhul,√lhul=uwulh,bail a canoe,
1453,lhul’ut,ɫəl̓ət,®;¬;t,√lhul,√lhul=t=DUR,bailing it out,See also lhulhul'ut.
1454,lhulhul’ut,ɫəɫəl̓ət,®;®;¬;t,√lhul,√lhul=t=PROG,bailing,See also lhul'ut.
1455,lhultun,ɫəltən,®;lt;n,√lhul,√lhul=ten,bailer,
1456,shlhul’p’us,šɫəl̓p̓əs,ß®;¬π;s,√lhulp’,s=hw=√lhulp’=as,wrinkles: facial wrinkles,
1457,lhel’sum,ɫel̓səm,®e¬s;m,√lhuls,√lhuls=m=STA,"sprinkle, starting to sprinkle a fine rain",See also √lhul.  Also lhel'tum'.
1458,lhelutum,ɫelətəm,®el;t;m,√lhult,√lhult=m,"sprinkle, drizzle",See also √lhuls.
1459,slhelutum,sɫelətəm,s®el;t;m,√lhult,s=√lhult=m,sprinkle (a sprinkle),
1460,lhel’tum’,ɫel̓təm̓,®e¬t;µ,√lhult,√lhult=m=PROG,"sprinkling, drizzling",
1461,lhultust,ɫəltəst,®;lt;st,√lhult,√lhult=as=t,sprinkle him/her,
1462,slhul’p’ul’exun’,sɫəl̓p̓əl̓ex̌ən̓,s®;¬π;¬e≈;∫,√lhul’p’,s=√lhul’p’=ulexun,bat (animal),
1463,lhul’q,ɫəl̓q,®;¬q,√lhul’q,√lhul’q,"soak, flood, rise (river)",
1464,lhul’lhul’q,ɫəll̓həl̓q,®;l¬h;¬q,√lhul’q,√lhul’q=PL,flooded,
1465,slhel’q,sɫel̓q,s®e¬q,√lhul’q,s=√lhul’q=STA,"flooded, soaked",
1466,lhul’qt,ɫəl̓qt,®;¬qt,√lhul’q,√lhul’q=t,soak it,
1467,lhel’qutth’e’t,ɫel̓qət̓ᶿeʔt,®e¬q;˙e÷t,√lhul’q,√lhul’q=itth’e’=t=PROG,"soaking it (fabric, such as sheets)",
1468,lhulqutth’els,ɫəlqət̓ᶿels,®;lq;˙els,√lhul’q,√lhul’q=itth’e’=els,dye wool,
1469,shlhel’qutth’eel’s,šɫel̓qət̓ᶿe:l̓s,ß®e¬q;˙e:¬s,√lhul’q,shhw=√lhul’q=itth’e’=els=PROG,"container for soaking or boiler for tinting (cloth, bark)",
1470,lhumts’,ɫəmc̓,®;mç,√lhumts’,√lhumts’,"chip: get chipped, erode",
1471,lhumlhumuluts’,ɫəmɫəmələc̓,®;m®;m;l;ç,√lhumts’,√lhumts’=PL,Clemclem (a Cowichan reserve),
1472,hwu slhem’ts’,xʷə sɫem̓c̓,xø; s®eµç,√lhumts’,hwu s=√lhumts’=STA,"eroded, chipped, picked",
1473,lhumts’nuhw,ɫəmcn̓əxʷ,®;mc∫;xø,√lhumts’,√lhumts’=nehw,pick it (manage to),
1474,lhumts’t,ɫəmc̓t,®;mçt,√lhumts’,√lhumts’=t,"chip, erode it",
1475,lhumts’t,ɫəmc̓t,®;mçt,√lhumts’,√lhumts’=t,pick it (berries),
1476,lhem’ts’t,ɫem̓c̓t,®eµçt,√lhumts’,√lhumts’=t=PROG,picking it (berries),
1477,lhem’ts’nuhw,ɫem̓cn̓əxʷ,®eµc∫;xø,√lhumts’,√lhumts’=nehw=PROG,picking it (managing to),
1478,lhum’lhum’ts’t,ɫəml̓həm̓c̓t,®;m¬h;µçt,√lhumts’,√lhumts’=t=PL,pick them (berries),
1479,lhem’lhum’ts’t,ɫeml̓həm̓c̓t,®em¬h;µçt,√lhumts’,√lhumts’=t=DUR,pick them (keep picking),
1480,lhumts’els,ɫəmc̓els,®;mçels,√lhumts’,√lhumts’=els,pick,
1481,lhumts’elsiilh,ɫəmc̓elsi:ɫ,®;mçelsi:®,√lhumts’,√lhumts’=els=iilh,pick: join in picking at another site,
1482,lhem’ts’ul’s,ɫem̓c̓əl̓s,®eµç;¬s,√lhumts’,√lhumts’=els=PROG,picking; picker,
1483,lhum’lhem’ts’ul’s,ɫəml̓hem̓c̓əl̓s,®;m¬heµç;¬s,√lhumts’,√lhumts’=els=PL=PROG,picking PL,
1484,lhumts’alst,ɫəmc̓alst,®;mçalst,√lhumts’,√lhumts’=als=t,"pick (apples, round objects)",
1485,lhumts’usnuhw,ɫəmc̓əsnəxʷ,®;mç;sn;xø,√lhumts’,√lhumts’=as=nehw,pick berries (manage to),
1486,lhumts’ust,ɫəmc̓əst,®;mç;st,√lhumts’,√lhumts’=as=t,"pick berries, one-at-a-time",
1487,lham’ts’ust,ɫam̓c̓əst,®aµç;st,√lhumts’,√lhumts’=as=t=PROG,picking berries,
1488,lham’ts’usnuhw,ɫam̓c̓əsnəxʷ,®aµç;sn;xø,√lhumts’,√lhumts’=as=nehw=PROG,picking berries (managing to),
1489,lham’ts’ustum’,ɫam̓c̓əstəm̓,®aµç;st;µ,√lhumts’,√lhumts’=as=t=m=PROG,picking PASS (for ex cherries),
1490,lhumts’sels,ɫəmc̓sels,®;mçsels,√lhumts’,√lhumts’=as=els,pick berries (one at a time),
1491,lham’ts’sul’s,ɫam̓c̓səl̓s,®aµçs;¬s,√lhumts’,√lhumts’=as=els=PROG,picking berries (one at a time),
1492,shlhem’ts’ul’s,šɫem̓c̓əl̓s,ß®eµç;¬s,√lhumts’,shhw=√lhum’ts’=els=PROG,picker (picking machine),
1493,lhumuhw,ɫəməxʷ,®;m;xø,√lhumuhw,√lhumuhw,rain (verb),
1494,slhumuhw,sɫəməxʷ,s®;m;xø,√lhumuhw,s=√lhumuhw,rain (noun),
1495,lhum’uhw,ɫəm̓əxʷ,®;µ;xø,√lhumuhw,√lhumuhw=STA,raining,Locative subject.
1496,slhumuhwulhtsu,sɫəməxʷəɫcə,s®;m;xø;®c;,√lhumuhw,s=√lhumuhw=ulhtsu,wind: east?,
1497,lham’q’thut,ɫam̓q̓θət,®aµœƒ;t,√lhumq’,√lhumq’=that=PROG,"wiggling, jerking out of someone's grasp",
1498,lhumxwthut,ɫəmx̌ʷθət,®;m≈øƒ;t,√lhumxw,√lhumxw=that,dirty oneself (for ex a child),
1499,lham’xwthut,ɫam̓x̌ʷθət,®aµ≈øƒ;t,√lhumxw,√lhumxw=that=PROG,"dirtying, getting oneself dirty",
1500,lhun’,ɫən̓,®;∫,√lhun’,√lhun’,weave,Note the agent subject.
1501,slhun’,sɫən̓,s®;∫,√lhun’,s=√lhun’,weaving (n,
1502,slhulhin’,sɫəɫin̓,s®;®i∫,√lhun’,s=√lhun’=STA,woven,
1503,slhe’lhulhin’,sɫel̓həɫin̓,s®e¬h;®i∫,√lhun’,s=√lhun’=STA=DIM,woven ,
1504,slhule’lhulhin’,sɫəlel̓həɫin̓,s®;le¬h;®i∫,√lhun’,s=√lhun’=DIM=PL=STA,woven DIM PL,
1505,lhun’ut,ɫən̓ət,®;∫;t,√lhun’,√lhun’=t,weave it,
1506,lhulhun’ut,ɫəɫən̓ət,®;®;∫;t,√lhun’,√lhun’=t=PROG,weaving it,
1507,slhulhin’stuhw,sɫəɫin̓stəxʷ,s®;®i∫st;xø,√lhun’,s=√lhun’=stuhw=STA,"woven, get it woven",
1508,lhun’um,ɫən̓əm,®;∫;m,√lhun’,√lhun’=m,weave,
1509,lhun’els,ɫən̓els,®;∫els,√lhun’,√lhun’=els,weave,
1510,lhulhunum’,ɫəɫənəm̓,®;®;n;µ,√lhun’,√lhun’=m=PROG,weaving,
1511,lhulhunul’s,ɫəɫənəl̓s,®;®;n;¬s,√lhun’,√lhun’=els=PROG,weaving,
1512,lhuli’lhulhunum’,ɫəlil̓həɫənəm̓,®;li¬h;®;n;µ,√lhun’,√lhun’=m=DIM=PL=PROG,weaving  PL,Also transcribed as lhuli'lhulhunum'.
1513,lhun’e,ɫən̓e,®;∫e,√lhun’e,√lhun’e,trail: go in a particular direction,
1514,shlhun’e,šɫən̓e,ß®;∫e,√lhun’e,shhw=√lhun’e,"trail: one's trail, the way one comes",
1515,lhupxnuhw,ɫəpx̌nəxʷ,®;p≈n;xø,√lhupx,√lhupx=nehw,blink,
1516,lhuplhupxnuhw,ɫəpɫəpx̌nəxʷ,®;p®;p≈n;xø,√lhupx,√lhupx=nehw=PL,blink PL,Note lack of 3rd subject suffix -us.
1517,lhup’qw’t,ɫəp̓q̓ʷt,®;πœøt,√lhup’qw’,√lhup’qw’=t,boil it,See also qwul's [√qwul's].
1518,lhap’uqw’um,ɫap̓əq̓ʷəm,®aπ;œø;m,√lhup’qw’,√lhup’qw’=m,boil (water),
1519,lhap’qw’um’,ɫap̓q̓ʷəm̓,®aπœø;µ,√lhup’qw’,√lhup’qw’=m=PROG,boiling,
1520,lhup’tth’,ɫəp̓t̓ᶿ,®;π˙,√lhup’tth’,√lhup’tth’,slurp up,
1521,lhup’tth’t,ɫəp̓t̓ᶿt,®;π˙t,√lhup’tth’,√lhup’tth’=t,slurp it up,
1522,lhep’tth’t,ɫep̓t̓ᶿt,®eπ˙t,√lhup’tth’,√lhup’tth’=t=PROG,slurping it up,
1523,lhup’lhup’tth’t,ɫəpl̓həp̓t̓ᶿt,®;p¬h;π˙t,√lhup’tth’,√lhup’tth’=t=PL,slurp them up (for ex noodles) or swallow without chewing,
1524,lhep’lhup’tth’t,ɫepl̓həp̓t̓ᶿt,®ep¬h;π˙t,√lhup’tth’,√lhup’tth’=t=PL=DUR,slurping them up (keep on),
1525,lhup’lhep’tth’t,ɫəpl̓hep̓t̓ᶿt,®;p¬heπ˙t,√lhup’tth’,√lhup’tth’=t=PL=PROG,slurping many up,
1526,lhi’lhep’tth’t,ɫil̓hep̓t̓ᶿt,®i¬heπ˙t,√lhup’tth’,√lhup’tth’=t=DIM=PROG,slurping it up DIM,
1527,lhup’tth’thamu,ɫəp̓t̓ᶿθamə,®;π˙ƒam;,√lhup’tth’,√lhup’tth’=t=samu,slurp you up,
1528,lhup’tth’i’a’lus,ɫəp̓t̓ᶿiʔal̓əs,®;π˙i÷a¬;s,√lhup’tth’,√lhup’tth’=uy’=alus,slurp up: squeeze out and eat (fisheggs),
1529,lhup’tth’i’a’lust,ɫəp̓t̓ᶿiʔal̓əst,®;π˙i÷a¬;st,√lhup’tth’,√lhup’tth’=uy’=alus=t,slurp up: squeeze out and eat (fisheggs),
1530,slhuqtal’,sɫəqtal̓,s®;qta¬,√lhuq,s=√lhuq=tal=STA,double blanket; joined (object joined in the middle),
1531,lhuqtalustuhw,ɫəqtaləstəxʷ,®;qtal;st;xø,√lhuq,√lhuq=tal=stuhw,make a tent out of a blanket,
1532,slhqul’exun’,sɫqəl̓ex̌ən̓,s®q;¬e≈;∫,√lhuq,s=√lhuq=al=exun,salmon: side of wind-dried salmon,
1533,lhuq’shin,ɫəq̓šin,®;œßin,√lhuq,√lhuq’=shun,one foot,
1534,lhuq’us,ɫəq̓əs,®;œ;s,√lhuq’us,√lhuq’us,seaweed,Possibly √lheq'-as.
1535,lhutxthut,ɫətx̌θət,®;t≈ƒ;t,√lhutx,√lhutx=that,"shiver, tremble (like jelly)",
1536,lhatxthut,ɫatx̌θət,®at≈ƒ;t,√lhutx,√lhutx=that=PROG,"shivering, trembling",
1537,lhut’q’t,ɫət̓q̓t,®;†œt,√lhut’q’,√lhut’q’=t,"heat it up, warm it up",
1538,lhet’q’um’,ɫet̓q̓əm̓,®e†œ;µ,√lhut’q’,√lhut’q’=m=PROG,bubbling (for ex hot soup),
1539,lhat’uqw’um,ɫat̓əq̓ʷəm,®a†;œø;m,√lhut’qw’,√lhut’qw’=m,snore,
1540,lhat’qw’um’,ɫat̓q̓ʷəm̓,®a†œø;µ,√lhut’qw’,√lhut’qw’=m=PROG,snoring,
1541,lhi’lhat’qw’um’,ɫil̓hat̓q̓ʷəm̓,®i¬ha†œø;µ,√lhut’qw’,√lhut’qw’=m=DIM=PROG,snoring DIM,
1542,lhuthnuts,ɫəθnəc,®;ƒn;c,√lhuth,√lhuth=nets,cormorant,
1543,lhuw’els,ɫəw̓els,®;Σels,√lhuw’,√lhuw’=els,shuck shellfish,
1544,hwlhuw’ut,xʷɫəw̓ət,xø®;Σ;t,√lhuw’,hw=√lhuw’=t,shuck clams," Root may be related to lhew', run away."
1545,hwlhuw’els,xʷɫəw̓els,xø®;Σels,√lhuw’,hw=√lhuw’=els,shuck clams,
1546,lhuw’tth’e’um,ɫəw̓t̓ᶿeʔəm,®;Σ˙e÷;m,√lhuw’,√lhuw’=itth’e’=m,undress,
1547,lhuw’ulhne’,ɫəw̓əɫneʔ,®;Σ;®ne÷,√lhuw’ulhne’,√lhuw’ulhne’,day before yesterday,
1548,lhew’qum’,ɫew̓qəm̓,®eΣq;µ,√lhuw’q,√lhuw’q=m=PROG,mussel,
1549,slhu’ex,sɫəʔex̌,s®;÷e≈,√lhux,s=√lhux=STA,inside/on (for ex on a plate or bowl),
1550,lhuxunuptun,ɫəx̌ənəptən,®;≈;n;pt;n,√lhux,√lhux=unup=ten,floor,
1551,lhxulwe’stun,ɫx̌əlweʔstən,®≈;lwe÷st;n,√lhux,√lhux=al=we’s=ten,bleachers (as in the longhouse),Also recorded as lhxul'we'tstun.
1552,lhxulwulhtun,ɫx̌əlwəɫtən,®≈;lw;®t;n,√lhux,√lhux=al=wulh=ten,crosspiece in canoe,See also shmut'uwulh.
1553,lhuyxt,ɫəyx̌t,®;y≈t,√lhuyx,√lhuyx=t,eat it,
1554,lhuylhuyxt,ɫəyɫəyx̌t,®;y®;y≈t,√lhuyx,√lhuyx=t=PL,eat PL,
1555,lhuy’lhey’xt,ɫəyl̓hey̓x̌t,®;y¬he¥≈t,√lhuyx,√lhuyx=t=PROG=PL,eating PL,
1556,lhits’,ɫic̓,®iç,√lhits’,√lhits’,"cut, slice (get cut)",
1557,slhilhuts’,sɫiɫəc̓,s®i®;ç,√lhits’,s=√lhits’=STA,sliced,
1558,hwu slhilhuts’,xʷə sɫiɫəc̓,xø; s®i®;ç,√lhits’,hwu s=√lhits’=STA,cut: become cut,
1559,lhits’ut,ɫic̓ət,®iç;t,√lhits’,√lhits’=t,"slice it, cut it",
1560,lhilhuts’ut,ɫiɫəc̓ət,®i®;ç;t,√lhits’,√lhits’=t=PROG,"slicing, cutting it",
1561,shlhilhuts’ut,šɫiɫəc̓ət,ß®i®;ç;t,√lhits’,shhw=√lhits’=t=PROG,slice: what he/she was slicing with,
1562,lhe’luts’utum,ɫel̓əc̓ətəm,®e¬;ç;t;m,√lhits’,√lhits’=t=m=PL,slice PASS (plural),
1563,lhts’els,ɫc̓els,®çels,√lhits’,√lhits’=els,slice something,
1564,lhulhi’lhuts’ul’s,ɫəɫil̓həc̓əl̓s,®;®i¬h;ç;¬s,√lhits’,√lhits’=els=DIM=PROG,slicing DIM,
1565,lhts’elsstuhw,ɫc̓elsstəxʷ,®çelsst;xø,√lhits’,√lhits’=els=stuhw,make someone cut up something,
1566,lhuts’mun,ɫəcm̓ən,®;cµ;n,√lhits’,√lhits’=mun,sawdust,
1567,lhuts’tun,ɫəc̓tən,®;çt;n,√lhits’,√lhits’=ten,cutter; saw,
1568,lhts’alust,ɫc̓aləst,®çal;st,√lhits’,√lhits’=alus=t,cut out an area of a weaving in order to reweave it,
1569,lhuts’ul’ust,ɫəc̓əl̓əst,®;ç;¬;st,√lhits’,√lhits’=alus=t=PROG,cutting an area out of a weaving in order to reweave it,
1570,lhts’alst,ɫc̓alst,®çalst,√lhits’,√lhits’=als=t,"cut up potatoes, apples, vegetables",
1571,lhts’alsnuhw,ɫc̓alsnəxʷ,®çalsn;xø,√lhits’,√lhits’=als=nehw,"cut up apples, vegetables (manage to)",
1572,lhts’alstuhw,ɫc̓alstəxʷ,®çalst;xø,√lhits’,√lhits’=als=stuhw,"make someone cut up apples, vegetables",
1573,lhuts’ul’snuhw,ɫəc̓əl̓snəxʷ,®;ç;¬sn;xø,√lhits’,√lhits’=als=nehw=PROG,"cutting up apples, vegetables (managing to)",
1574,lhuts’ul’st,ɫəc̓əl̓st,®;ç;¬st,√lhits’,√lhits’=als=t=PROG,"cutting or slicing (round objects, for ex vegetables, apples)",
1575,lhulhts’al’st,ɫəɫc̓al̓st,®;®ça¬st,√lhits’,√lhits’=als=t=DUR,slicing vegetables (keep on),
1576,lhilhuts’ul’st,ɫiɫəc̓əl̓st,®i®;ç;¬st,√lhits’,√lhits’=als=t=PROG,"cutting or slicing (round objects, for ex vegetables, apples)",See also lhuts'ul'st.
1577,lhts’alsels,ɫc̓alsels,®çalsels,√lhits’,√lhits’=als=els,"cut up apples, vegetables",
1578,lhuts’ul’sul’s,ɫəc̓əl̓səl̓s,®;ç;¬s;¬s,√lhits’,√lhits’=als=els=PROG,"cutting up apples, vegetables",
1579,hwlhits’ust,xʷɫic̓əst,xø®iç;st,√lhits’,hw=√lhits’=as=t,cut someone on the face,
1580,lhits’a’qwt,ɫic̓aʔqʷt,®iça÷qøt,√lhits’,√lhits’=a’qw=t,cut head off,
1581,lhilhuts’a’qwt,ɫiɫəc̓aʔqʷt,®i®;ça÷qøt,√lhits’,√lhits’=a’qw=t=PROG,cutting head off,
1582,lhuts’tsus,ɫəc̓cəs,®;çc;s,√lhits’,√lhits’=tses,cut hand,
1583,slhuts’tsus,sɫəc̓cəs,s®;çc;s,√lhits’,s=√lhits’=tsus,cut hand,
1584,lhts’eenhwt,ɫc̓e:nxʷt,®çe:nxøt,√lhits’,√lhits’=eenhw=t,"cut top ends off (grain, canes)",
1585,lhts’emutth’t,ɫc̓emət̓ᶿt,®çem;˙t,√lhits’,√lhits’=emutth’=t,"cut across the grain, cut bullrushes to sizes, cut bullrushes",
1586,lhts’emutth’nuhw,ɫc̓emətᶿn̓əxʷ,®çem;©∫;xø,√lhits’,√lhits’=emutth’=nehw,cut across the grain (manage to),
1587,lhuts’um’utth’t,ɫəc̓əm̓ət̓ᶿt,®;ç;µ;˙t,√lhits’,√lhits’=emutth’=t=PROG,"cutting across the grain, cutting down bullrushes",
1588,lhuts’um’utth’nuhw,ɫəc̓əm̓ətᶿn̓əxʷ,®;ç;µ;©∫;xø,√lhits’,√lhits’=emutth’=nehw=PROG,cutting across the grain (manage to),
1589,lhi’lhts’e’mutth’t,ɫil̓hc̓em̓ət̓ᶿt,®i¬hçeµ;˙t,√lhits’,√lhits’=emutth’=t=DUR,cutting it into sizes across the grain (keep on doing it),
1590,lhts’eent,ɫc̓e:nt,®çe:nt,√lhits’,√lhits’=en=t,slice a piece off the end,
1591,lhts’enwust,ɫc̓enwəst,®çenw;st,√lhits’,√lhits’=enwus=t,cut someone's chest,
1592,lhuts’een’wust,ɫəc̓e:nw̓əst,®;çe:nΣ;st,√lhits’,√lhits’=enwus=t=PROG,cutting open someone's chest,
1593,lhulhts’een’wust,ɫəɫc̓e:nw̓əst,®;®çe:nΣ;st,√lhits’,√lhits’=enwus=t=DUR,cutting open someone's chest,
1594,lhts’ulexut,ɫc̓əlex̌ət,®ç;le≈;t,√lhits’,√lhits’=ulexun=t,"cut someone's arm, give someone a vaccination, cut wing of bird or cut a sleeve",
1595,lhilhuts’ul’exut,ɫiɫəc̓əl̓ex̌ət,®i®;ç;¬e≈;t,√lhits’,√lhits’=ulexun=t=PROG,"cutting someone's sleeve, giving a vaccination, cutting a wing",Anticipated form: lhuts'ul'uxut.
1596,lhi’lhts’ul’exutus,ɫil̓hc̓əl̓ex̌ətəs,®i¬hç;¬e≈;t;s,√lhits’,√lhits’=ulexun=t=us=DUR,"cutting their arms, vaccinating them (keep on)",
1597,lhts’ule’tst,ɫc̓əleʔct,®ç;le÷ct,√lhits’,√lhits’=ule’=t,cut open bales,
1598,lhuts’ule’tst,ɫəc̓əleʔct,®;ç;le÷ct,√lhits’,√lhits’=ule’ts=t=PROG,cutting open bales,
1599,lhulhts’ule’tst,ɫəɫc̓əleʔct,®;®ç;le÷ct,√lhits’,√lhits’=ule’ts=t=DUR,cutting bale or strings (keep on),
